1570713360452942261	,2026021023001142261418819248	,T200P5065991174041318741	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-03 11:04:51	,8*(852-59****15)	,28.80	,0.00	,117.99	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570713420891742260	,2026021023001142261418819248	,T200P5065991174041318741	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-03 11:05:02	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.17	,117.82	,支付宝	,交易分账	,基础软件服务费(5065991174041318741)扣款	
1570713446218942260	,2026021023001142261418819248	,T200P5065991174041318741	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-03 11:05:03	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-2.88	,114.94	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5065991174041318741)端内扣款	
1570713487904042260	,2026021023001142261418819248	,T200P5065991174041318741	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-03 11:05:04	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.44	,113.50	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5065991174041318741)扣款	
1570857426338217520	,20260303102551010417520057273407	,26030369603876410897	,	,2026-03-03 11:05:50	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,112.90	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号5092941817528107514	
1570857561147517520	,20260303102551010417520057500869	,26030369051679810465	,	,2026-03-03 11:06:10	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,112.30	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3269162174772126489	
1570857547130817520	,20260303102551010417520057393464	,26030369146086510846	,	,2026-03-03 11:07:39	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,111.70	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3272352636019817759	
1570857414058617520	,20260303102551010417520057711994	,26030369430624510122	,	,2026-03-03 11:10:39	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,111.10	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3266579462485138986	
1570857558749117520	,20260303102551010417520057643346	,26030369095852410656	,	,2026-03-03 11:12:24	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,110.50	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3271682967651340374	
1570776866964246401	,2026021623001146401454284462	,T200P3249967875573799893	,摇铃玩具早教玩具婴儿0-1岁手抓摇铃牙胶音乐棒沙锤节奏棒	,2026-03-03 11:49:34	,*琪(cq8***@163.com)	,13.80	,0.00	,124.30	,支付宝	,交易付款	,摇铃玩具早教玩具婴儿0-1岁手抓摇铃牙胶音乐棒沙锤节奏棒	
1570776798078946400	,2026021623001146401454284462	,T200P3249967875573799893	,摇铃玩具早教玩具婴儿0-1岁手抓摇铃牙胶音乐棒沙锤节奏棒	,2026-03-03 11:49:52	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.08	,124.22	,支付宝	,交易分账	,基础软件服务费(3249967875573799893)扣款	
1570857402484317520	,20260303019130101000520025006655	,20260303009130501000520082974624	,	,2026-03-03 11:57:41	,****y	,0.00	,-124.22	,0.00	,支付宝	,转账	,余额自动转入	
1570787134068555301	,2026021122001155301431028430	,T200P5066585031970885330	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 13:56:12	,**君(all***@hotmail.com)	,18.63	,0.00	,18.63	,支付宝	,交易付款	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	
1570787082569855300	,2026021122001155301431028430	,T200P5066585031970885330	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 13:56:27	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,18.52	,支付宝	,交易分账	,基础软件服务费(5066585031970885330)扣款	
1570787133089155300	,2026021122001155301431028430	,T200P5066585031970885330	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 13:56:28	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.86	,16.66	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5066585031970885330)端内扣款	
1570787158928755300	,2026021122001155301431028430	,T200P5066585031970885330	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 13:56:29	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.93	,15.73	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5066585031970885330)扣款	
1570708762652606251	,2020062310002001520253220215|20260303468596185202	,F-capital-general-C-CG62603038933876984	,	,2026-03-03 16:17:37	,**林(136******21)	,3.00	,0.00	,18.73	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570857484541917520	,2020062310002001520253220215	,C-jibu-F-c57a6d4a12e6293275415122d7ede684	,	,2026-03-03 16:17:38	,**林(136******21)	,0.00	,-3.00	,15.73	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570858222854516520	,2026030300073032521700WZ79XB	,vouchercore|2026030300073032521700WZ79XB	,	,2026-03-03 16:17:38	,2088************0156	,0.00	,-3.00	,12.73	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M189358500677594	
1570775959712394461	,2026022022001194461446575529	,T200P3253026543009598395	,儿童16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	,2026-03-03 18:40:23	,* LEE(lee***@gmail.com)	,49.80	,0.00	,62.53	,支付宝	,交易付款	,儿童16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	
1570775966702394460	,2026022022001194461446575529	,T200P3253026543009598395	,儿童16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	,2026-03-03 18:40:27	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.30	,62.23	,支付宝	,交易分账	,基础软件服务费(3253026543009598395)扣款	
1570775852778394460	,2026022022001194461446575529	,T200P3253026543009598395	,儿童16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	,2026-03-03 18:40:28	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-4.98	,57.25	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3253026543009598395)端内扣款	
1570775896420994460	,2026022022001194461446575529	,T200P3253026543009598395	,儿童16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	,2026-03-03 18:40:29	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-2.49	,54.76	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3253026543009598395)扣款	
1570720607012466821	,2020062310002001520253220215|20260303457995485202	,F-capital-general-C-CG62603038936768121	,	,2026-03-03 19:34:08	,**林(136******21)	,5.00	,0.00	,59.76	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570857890775317520	,2020062310002001520253220215	,C-jibu-F-313df18ef98835b945b9152e4dffb816	,	,2026-03-03 19:34:09	,**林(136******21)	,0.00	,-5.00	,54.76	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570858088898223520	,2026030300073032521700WZ79XI	,vouchercore|2026030300073032521700WZ79XI	,	,2026-03-03 19:34:09	,2088************0156	,0.00	,-5.00	,49.76	,支付宝	,其它	,商家权益红包-预算追加-淘宝虚假发货赔付红包-赔付红包-2026020400073001521700JUWMKX-P3M189383181387594	
1570728675372638931	,2026022623001138931440185730	,T200P3263529324824207767	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 21:35:41	,* KA YAN(852-60****78)	,17.81	,0.00	,67.57	,支付宝	,交易付款	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	
1570728827904238930	,2026022623001138931440185730	,T200P3263529324824207767	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 21:35:46	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,67.46	,支付宝	,交易分账	,基础软件服务费(3263529324824207767)扣款	
1570728754068038930	,2026022623001138931440185730	,T200P3263529324824207767	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 21:35:48	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.78	,65.68	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3263529324824207767)端内扣款	
1570728675372938930	,2026022623001138931440185730	,T200P3263529324824207767	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-03 21:35:49	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.89	,64.79	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3263529324824207767)扣款	
1570731566100748951	,2026022623001148951451059792	,T200P5085218163473142728	,儿童趣味太空飞碟车萌宠动物工程车玩具推土机卡通儿童玩具玩具车	,2026-03-03 22:57:37	,**云(116***@qq.com)	,7.26	,0.00	,72.05	,支付宝	,交易付款	,儿童趣味太空飞碟车萌宠动物工程车玩具推土机卡通儿童玩具玩具车	
1570731462187248950	,2026022623001148951451059792	,T200P5085218163473142728	,儿童趣味太空飞碟车萌宠动物工程车玩具推土机卡通儿童玩具玩具车	,2026-03-03 22:57:40	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.04	,72.01	,支付宝	,交易分账	,基础软件服务费(5085218163473142728)扣款	
1570732326263476781	,2020062310002001520253220215|20260304460337915202	,F-capital-general-C-CG62603048940988923	,	,2026-03-04 01:37:37	,**林(136******21)	,3.00	,0.00	,75.01	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570857880808417520	,2020062310002001520253220215	,C-jibu-F-3a5af78b38a2f06c73cb9c269cc9742b	,	,2026-03-04 01:37:38	,**林(136******21)	,0.00	,-3.00	,72.01	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570853359940198520	,2026030400073032521700WYTWEL	,vouchercore|2026030400073032521700WYTWEL	,	,2026-03-04 01:37:38	,2088************0156	,0.00	,-3.00	,69.01	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M189400606467594	
1570879468026120121	,2020062310002001520253220215|20260304462678165202	,F-capital-general-C-CG62603048960385615	,	,2026-03-04 07:45:19	,**林(136******21)	,7.58	,0.00	,76.59	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570857751329617520	,2020062310002001520253220215	,C-jibu-F-68f41af501db00974c3e85092acd9f77	,	,2026-03-04 07:45:20	,**林(136******21)	,0.00	,-7.58	,69.01	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570853594972773520	,2026030400073032521700WZMV10	,vouchercore|2026030400073032521700WZMV10	,	,2026-03-04 07:45:21	,2088************0156	,0.00	,-7.58	,61.43	,支付宝	,其它	,商家权益红包-预算追加-淘宝物流轨迹异常红包-赔付红包-2025120500073001521700IO7L95-P3M189402486567594	
1570857849993317520	,20260304102551010317520061100582	,26030469262286810693	,	,2026-03-04 09:29:02	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,60.83	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502096460049003140	
1570857888629117520	,20260304102551010317520060727706	,26030469519093510091	,	,2026-03-04 09:30:06	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,60.23	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3271822899145040350	
1570857783419817520	,20260304102551010417520061010267	,26030469607921610930	,	,2026-03-04 10:43:09	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,59.63	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号5094064730589079534	
1570857721594017520	,20260304102551010417520061040059	,26030469674688810162	,	,2026-03-04 10:43:20	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,59.03	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号5094428617312497129	
1570857938340117520	,20260304102551010417520060925523	,26030469182004510336	,	,2026-03-04 10:43:25	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,58.43	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3272895627328953373	
1570857857936617520	,20260304102551010417520061228276	,26030469625040410675	,	,2026-03-04 10:43:28	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,57.83	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3273161667081856366	
1570857953724117520	,20260304102551010417520061061447	,26030469189509610847	,	,2026-03-04 10:43:36	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,57.23	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号5095085833690079534	
1570857662470517520	,20260304102551010417520061333652	,26030469678425710512	,	,2026-03-04 10:43:51	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,56.63	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号5094658838898108936	
1570857794609517520	,20260304102551010417520061412586	,26030469348731410938	,	,2026-03-04 10:44:39	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,56.03	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号5095162909035079534	
1570765239815043021	,2026022723001143021414842443	,T200P3265321011616195891	,休闲整蛊搞怪多人挤痘痘喷水解压玩具亲子互动搞笑聚会桌面游戏	,2026-03-04 11:24:42	,*驊(852-97****96)	,26.22	,0.00	,82.25	,支付宝	,交易付款	,休闲整蛊搞怪多人挤痘痘喷水解压玩具亲子互动搞笑聚会桌面游戏	
1570765218038843020	,2026022723001143021414842443	,T200P3265321011616195891	,休闲整蛊搞怪多人挤痘痘喷水解压玩具亲子互动搞笑聚会桌面游戏	,2026-03-04 11:25:12	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.16	,82.09	,支付宝	,交易分账	,基础软件服务费(3265321011616195891)扣款	
1570765186259743020	,2026022723001143021414842443	,T200P3265321011616195891	,休闲整蛊搞怪多人挤痘痘喷水解压玩具亲子互动搞笑聚会桌面游戏	,2026-03-04 11:25:13	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-2.62	,79.47	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3265321011616195891)端内扣款	
1570765260860043020	,2026022723001143021414842443	,T200P3265321011616195891	,休闲整蛊搞怪多人挤痘痘喷水解压玩具亲子互动搞笑聚会桌面游戏	,2026-03-04 11:25:15	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.31	,78.16	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3265321011616195891)扣款	
1570704818992645271	,2026020123001145271435743186	,T200P5047796305057186510	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-04 11:40:54	,8*(amy***@gmail.com)	,14.80	,0.00	,92.96	,支付宝	,交易付款	,儿童冰淇淋叠叠乐 益智科教玩具 03岁宝宝早教科教叠叠高玩具	
1570704874357645270	,2026020123001145271435743186	,T200P5047796305057186510	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-04 11:41:16	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,92.87	,支付宝	,交易分账	,基础软件服务费(5047796305057186510)扣款	
1570704904774845270	,2026020123001145271435743186	,T200P5047796305057186510	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-04 11:41:17	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.48	,91.39	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5047796305057186510)端内扣款	
1570704910511345270	,2026020123001145271435743186	,T200P5047796305057186510	,儿童冰淇淋叠叠乐 益智科教玩具 0-3岁宝宝早教科教叠叠高玩具	,2026-03-04 11:41:18	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.74	,90.65	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5047796305057186510)扣款	
1570857869745717520	,20260304019130101000520025647331	,20260304009130501000520084089897	,	,2026-03-04 11:58:50	,****y	,0.00	,-90.65	,0.00	,支付宝	,转账	,余额自动转入	
1570768698996906021	,2026022523001106021448594159	,T200P3260916987237335787	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-04 14:00:58	,*谦(151******19)	,36.00	,0.00	,36.00	,支付宝	,交易付款	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具	
